지역,지역2,소관부처,상품명,시행기간,상품특징,지원한도,상품설명,금융사,업데이트 일시
경남,전체,경남신용보증재단,2026년 통영시 소상공인 육성자금,2026-01-21~상품소진시까지,"법인가능,정책자금연계가능,금리이차보전가능",5천만원,"* 재단에서 심사를 통해 금액이 결정되며 심사결과에 따라 신청금액은 거절 또는 감액 될수 있습니다.

[2026년 통영시 소상공인 육성자금]
-지원대상 : 통영에서 사업자등록을 하고  사업 영위중인 기업
-지원내용 : 통영시에서 1년간 연 2.5%p 이자 지원
-상환방법 : 1년 일시 또는 1년 거치 4년 원금균등분할상환

* 지원 제외대상
-금융보험업, 사치 향락적 소비나 투기를 조장하는 업종
-휴폐업 신고를 하였거나 군수가 사실상 휴폐업 중이라고 인정하는 업체
-국세 및 지방세 체납중인 기업
-경남신용보증재단에서 보증을 제한하는 업종
-&#034;2026년 통영시 소상공인 육성자금&#034; 공고문에서 정한 사항","기업은행,국민은행,농협은행,우리은행,경남은행,하나은행",2026-06-17 01:28:10
경남,전체,경남신용보증재단,2026년 상반기 산청군 소상공인 육성자금,2026-01-28~상품소진시까지,"법인가능,정책자금연계가능,금리이차보전가능",5천만원,"* 재단에서 심사를 통해 금액이 결정되며 심사결과에 따라 신청금액은 거절 또는 감액 될수 있습니다.

[2026년 상반기 산청군 소상공인 육성자금]
-지원대상 : 산청에서 사업자등록을 하고  사업 영위중인 기업
-지원내용 : 산청군에서 5년간 연 3.5%p 이자 지원
-상환방법 : 2년 거치 3년 원금균등분할상환

* 지원 제외대상
-금융보험업, 사치 향락적 소비나 투기를 조장하는 업종
-휴폐업 신고를 하였거나 군수가 사실상 휴폐업 중이라고 인정하는 업체
-국세 및 지방세 체납중인 기업
-경남신용보증재단에서 보증을 제한하는 업종
-&#034;2026년 산청군 소상공인 육성자금&#034; 공고문에서 정한 사항","기업은행,농협은행,지역농축협,경남은행,새마을금고",2026-06-17 01:28:10
경남,전체,경남신용보증재단,2026년 하동군 소상공인 육성자금,2026-03-04~상품소진시까지,"법인가능,정책자금연계가능,금리이차보전가능",5천만원,"* 재단에서 심사를 통해 금액이 결정되며 심사결과에 따라 신청금액은 거절 또는 감액 될수 있습니다.

[2026년 하동군 소상공인 육성자금]
-지원대상 : 하동에서 사업자등록을 하고  사업 영위중인 기업
-지원내용 : 하동군에서 2년간 연 4%p 이자 지원
-상환방법 : 2년 일시 또는 2년 거치 3년 원금균등분할상환

* 지원 제외대상
-금융보험업, 사치 향락적 소비나 투기를 조장하는 업종
-휴폐업 신고를 하였거나 군수가 사실상 휴폐업 중이라고 인정하는 업체
-국세 및 지방세 체납중인 기업
-경남신용보증재단에서 보증을 제한하는 업종
-&#034;2026년 하동군 소상공인 육성자금&#034; 공고문에서 정한 사항","농협은행,경남은행",2026-06-17 01:28:10
경남,전체,경남신용보증재단,2026년 남해군 소상공인 육성자금,2026-01-26~상품소진시까지,"법인가능,정책자금연계가능,금리이차보전가능",5천만원,"* 재단에서 심사를 통해 금액이 결정되며 심사결과에 따라 신청금액은 거절 또는 감액 될수 있습니다.

[2026년 남해군 소상공인 육성자금]
-지원대상 : 남해에서 사업자등록을 하고  사업 영위중인 기업
-지원내용 : 남해군에서 2년간 연 2.5%p 이자 지원
-상환방법 : 2년 일시 또는 2년 거치 3년 원금균등분할상환

* 지원 제외대상
-금융보험업, 사치 향락적 소비나 투기를 조장하는 업종
-휴폐업 신고를 하였거나 군수가 사실상 휴폐업 중이라고 인정하는 업체
-국세 및 지방세 체납중인 기업
-경남신용보증재단에서 보증을 제한하는 업종
-&#034;2026년 남해군 소상공인 육성자금&#034; 공고문에서 정한 사항","수협(은행),농협은행,지역농축협,경남은행,새마을금고,신협",2026-06-17 01:28:10
경남,전체,경남신용보증재단,2026년 의령군 소상공인 육성자금,2026-03-24~상품소진시까지,"법인가능,정책자금연계가능,금리이차보전가능",5천만원,"* 재단에서 심사를 통해 금액이 결정되며 심사결과에 따라 신청금액은 거절 또는 감액 될수 있습니다.

[2026년 의령군 소상공인 육성자금]
-지원대상 : 의령에서 사업자등록을 하고  사업 영위중인 기업
-지원내용 : 의령군에서 만기일까지 연 3%p 이자 지원
-상환방법 : 1년 일시 또는 1년 거치 4년 원금균등분할상환

* 지원 제외대상
-금융보험업, 사치 향락적 소비나 투기를 조장하는 업종
-휴폐업 신고를 하였거나 군수가 사실상 휴폐업 중이라고 인정하는 업체
-국세 및 지방세 체납중인 기업
-경남신용보증재단에서 보증을 제한하는 업종
-&#034;2026년 의령군 소상공인 육성자금&#034; 공고문에서 정한 사항","농협은행,경남은행",2026-06-17 01:28:10
경남,전체,경남신용보증재단,2026년 함안군 소상공인 육성자금,2026-01-12~상품소진시까지,"법인가능,정책자금연계가능,금리이차보전가능",5천만원,"* 재단에서 심사를 통해 금액이 결정되며 심사결과에 따라 신청금액은 거절 또는 감액 될수 있습니다.

[2026년 함안군 소상공인 육성자금]
-지원대상 : 함안에서 사업자등록을 하고  사업 영위중인 기업
-지원내용 : 함안군에서 2년 이내 연 5%p 이자 지원
-상환방법 : 2년 일시 또는 2년 거치 3년 원금균등분할상환

* 지원 제외대상
-금융보험업, 사치 향락적 소비나 투기를 조장하는 업종
-휴폐업 신고를 하였거나 군수가 사실상 휴폐업 중이라고 인정하는 업체
-국세 및 지방세 체납중인 기업
-경남신용보증재단에서 보증을 제한하는 업종
-&#034;2026년 함안군 소상공인 육성자금&#034; 공고문에서 정한 사항","농협은행,지역농축협,경남은행,새마을금고,산림조합",2026-06-17 01:28:10
경남,전체,경남신용보증재단,(정부자금)중소벤처기업부 정책자금보증(소진공 정책자금 지원대상 확인서 발급받은 자만 가능),2026-01-02~상품소진시까지,"법인가능,정책자금연계가능",5천만원,"* 소상공인시장진흥공단의 소상공인정책자금지원대상확인서를 발급받으신분에 한해 지원 가능합니다.

- 신용보증신청 접수일 현재 경상남도에 사업자등록 후 가동(영업)중인 소기업 소상공인
  (단, 대표자 개인신용평점 NICE 신용평점 755점 이상)
- 재단 내부 심사 후 가능 여부 결정","기업은행,국민은행,수협(은행),농협은행,지역농축협,우리은행,스탠다드차타드은행,아이엠뱅크(舊.대구은행),부산은행,경남은행,새마을금고,신협,산림조합,하나은행,신한은행",2026-06-17 01:28:10
경북,전체,경북신용보증재단,2026년 소상공인 비즈+ 카드보증(T1_비대면보증),2026-03-23~9999-12-31,일반상품,1천만원,"* 보증서 발급 이후 기업은행에서 연체·특수채권 보유 등 제한사항 심사하여, 카드발급이 거절될 수 있음.",기업은행,2026-06-17 01:28:12
경북,전체,경북신용보증재단,지역 맞춤형 특례보증(시군 소상공인 특례보증 및 경북 버팀금융),2025-01-01~상품소진시까지,"법인가능,금리이차보전가능,저신용자가능",5천만원,"경북 시·군 소재 소상공인들에 대해 특례보증서 발급 및 2년간 일부 이자지원을 해드리는 상품입니다.

※ 업체당 지원한도 및 이차보전율 등은 심사결과 및 지역에 따라 달라질 수 있습니다.","기업은행,국민은행,수협(은행),농협은행,지역농축협,우리은행,아이엠뱅크(舊.대구은행),새마을금고,신협,산림조합,하나은행,신한은행,케이뱅크,카카오뱅크",2026-06-17 01:28:12
경북,전체,경북신용보증재단,소상공인시장진흥공단 정책자금,2023-04-25~상품소진시까지,"법인가능,정책자금연계가능,보증료지원가능,저신용자가능,창업기업특화,은행APP신청,일반상품",7천만원,"- 소상공인 시장진흥공단의 정책자금은 재단의 보증서 담보로 저금리의 소상공인 자금 지원(대출)하는 소진공 대리대출 자금입니다.
  (부동산 담보 또는 신용은 대출은행으로 직접 문의)
- 소진공 정책자금 확인서(추천서)를 소상공인 시장진흥공단으로부터 발급 받으신 분들은 &#034;소상공인시장진흥공단 정책자금&#034;으로 신청 해 주시기 바랍니다.
감사합니다.","산업은행,기업은행,국민은행,수협(은행),농협은행,지역농축협,우리은행,스탠다드차타드은행,한국씨티은행,아이엠뱅크(舊.대구은행),부산은행,광주은행,제주은행,전북은행,경남은행,새마을금고,신협,상호저축은행,산림조합,하나은행,신한은행,카카오뱅크",2026-06-17 01:28:12
경북,전체,경북신용보증재단,소상공인 희망채움기금 금융지원 협약보증,2026-04-20~상품소진시까지,"정책자금연계가능,보증료지원가능,은행APP신청",5천만원,,국민은행,2026-06-17 01:28:12
경북,전체,경북신용보증재단,전환보증(채무 기한연장 및 원금 상환유예),2024-07-31~상품소진시까지,"법인가능,정책자금연계가능,보증료지원가능,일반상품",0원,원금 상환에 어려움을 겪는 소기업·소상공인에 기보증잔액 범위 내에서 보증서를 대환해드리는 상품입니다.,"기업은행,국민은행,농협은행,우리은행,스탠다드차타드은행,아이엠뱅크(舊.대구은행),하나은행,신한은행",2026-06-17 01:28:12
경북,전체,경북신용보증재단,브릿지보증(폐업사업자 대환보증),2025-05-13~상품소진시까지,"무등록사업자가능,저신용자가능,일반상품",0원,폐업사업자의 기존 사업자보증대출을 개인보증대출로 전환하는 상품,"산업은행,기업은행,국민은행,수협(은행),농협은행,지역농축협,우리은행,스탠다드차타드은행,아이엠뱅크(舊.대구은행),부산은행,광주은행,제주은행,전북은행,경남은행,새마을금고,신협,상호저축은행,산림조합,하나은행,신한은행",2026-06-17 01:28:12
광주,전체,광주신용보증재단,소상공인시장진흥공단 정책자금 연계 신청,2026-01-01~상품소진시까지,"법인가능,정책자금연계가능",1억원,소상공인시장진흥공단에서 발급받은 정책자금확인서를 연계한 보증부대출 신청임.,"금융기관 없음,기업은행,국민은행,수협(은행),농협은행,지역농축협,우리은행,스탠다드차타드은행,한국씨티은행,광주은행,새마을금고,신협,하나은행,신한은행",2026-06-17 01:28:14
광주,전체,광주신용보증재단,2026년 서구 소상공인 특례보증(중저신용자 전용),2026-04-01~상품소진시까지,"법인가능,금리이차보전가능,은행APP신청,일반상품",2천만원,"- 지원대상
광주광역시 서구에서 사업을 영위 중이고, NICE기준 신용점수 924점 이하인 소상공인

- 지원한도
업체당 최대 2천만원 이내

-지원내용
1년간 이자 지원

-상환방식
1년 일시상환(최대 5년까지 연장가능) / 1년거치 4년원금균등분할상환

* 심사 내용에 따라 대출이 제한될 수 있습니다.",광주은행,2026-06-17 01:28:14
광주,전체,광주신용보증재단,2026년 광주광역시 청년창업 특례보증,2026-03-23~상품소진시까지,"법인가능,금리이차보전가능,은행APP신청,일반상품",5천만원,"대표자가 만 39세 이하이고, 개인신용평점이 625점 이상이며 업력이 7년 이하인 소기업？소상공인
 - 개인신용평점은 NICE평가정보(주)의 개인신용평점을 적용
 - 2026년 광주광역시 소상공인 특례보증 지원 이력이 있는 기업은 신청불가
※ 광주광역시에서 1년간 이자 3.0% 지원 (금융기관별 상이)","기업은행,국민은행,농협은행,우리은행,광주은행,하나은행,신한은행",2026-06-17 01:28:14
광주,전체,광주신용보증재단,2025년 우아한형제들 카카오뱅크 특별출연 금융지원 협약보증,2026-01-14~상품소진시까지,"법인가능,일반상품",1억원,"？ 신용보증신청 접수일 현재 업력 6개월 이상으로 사업자등록 후 가동(영업)중인
   개인기업으로 다음의 요건을 충족하는 소기업·소상공인

  1) 표준산업분류코드 상 음식점업(561~)과 주점 및 비알코올 음료점업(562~)인   소기업 소상공인

  2) 전통시장* 상인
   * 「전통시장 및 상점가 육성을 위한 특별법」 제2조 제1호에 의한 “전통시장” 으로 중소벤처기업부와 소상공인시장진흥공단을 통해 온누리상품권 가맹점포로          등록된 업체 또는 제2조 제2호에 의한 ‘상점가&#039; 및 제2조 제2의2호에 의한 ‘골목형 상점가’",카카오뱅크,2026-06-17 01:28:14
광주,전체,광주신용보증재단,생계형 적합업종 금융지원 협약보증,2026-03-16~상품소진시까지,"법인가능,일반상품",5천만원,"Track1. 적합업종
떡국떡, 떡볶이 떡, 면류, 장류제조업(고추장, 간장, 된장, 청국장), 두부, 서적 및 잡지류소매, 가정용 가스연로 소매업

Track2. 유사업종
광주신용보증재단 홈페이지 -> 보증상품 -> 생계형 적합엄종 금융지원 협약보증 참고","농협은행,케이뱅크",2026-06-17 01:28:14
광주,전체,광주신용보증재단,재창업 특례보증,2022-07-29~상품소진시까지,"법인가능,정책자금연계가능",5천만원,-폐업 후 재창업 또는 업종을 전환한 기업,"기업은행,국민은행,농협은행,우리은행,스탠다드차타드은행,광주은행,하나은행,신한은행",2026-06-17 01:28:14
광주,전체,광주신용보증재단,브릿지보증 (폐업자 전용),2021-07-01~상품소진시까지,"보증료지원가능,저신용자가능",0원,"* 아래 내용을 모두 충족하는 기업
-재단의 보증을 이용 중일 것
-사업장이 폐업한 상태일 것
-개인신용평점 990점 이하 또는 연간소득 8천만원 이하일 것
-재단의 보증사고기업으로 처리되지 않았을 것
*재단 보증잔액 내에서 지원","산업은행,기업은행,국민은행,수협(은행),농협은행,지역농축협,우리은행,스탠다드차타드은행,광주은행,새마을금고,신협,상호저축은행,산림조합,하나은행,신한은행,카카오뱅크",2026-06-17 01:28:14
광주,전체,광주신용보증재단,소기업·소상공인 전환보증 (상환구조 변경),2024-07-31~상품소진시까지,"법인가능,보증료지원가능,일반상품",1억원,"대출금의 원금(분할상환원금 포함) 상환 부담으로 어려움을 겪고 있는
소기업ㆍ소상공인에게 만기상환 구조 전환을 통한 경영안정을 지원","기업은행,국민은행,농협은행,지역농축협,우리은행,스탠다드차타드은행,아이엠뱅크(舊.대구은행),부산은행,광주은행,제주은행,전북은행,경남은행,신협,하나은행,신한은행",2026-06-17 01:28:14
광주,전체,광주신용보증재단,전통시장 금융지원 협약보증,2026-01-14~상품소진시까지,"법인가능,정책자금연계가능",5천만원,"신용보증신청 접수일 현재 사업자등록 후 6개월 이상 가동(영업) 중으로, “전통시장 및 상점가”*에 소재하여 영업중인 소기업·소상공인

    * 전통시장 및 상점가 : 「전통시장 및 상점가 육성을 위한 특별법」(이하 ‘전통시장법’) 제2조제1호에 의한 “전통시장”, 동법 제2조제2호에 의한 “상점가” 및 제2조제2의2호에 의한 “골목형상점가”를 말한다.",신한은행,2026-06-17 01:28:14
광주,전체,광주신용보증재단,KB소상공인컨설팅과 함께하는 금융지원 업무협약,2026-01-04~상품소진시까지,정책자금연계가능,1억원,"보증신청 접수일 현재 사업자등록 후 가동(영업)중으로, 
국민은행 KB소상공인컨설팅센터로부터 본 협약보증을 추천*받은 소기업？소상공인인 개인기업",국민은행,2026-06-17 01:28:14
광주,전체,광주신용보증재단,노란우산공제 금융지원 협약보증,2026-01-14~상품소진시까지,"법인가능,정책자금연계가능",5천만원,"신용보증신청 접수일 현재 사업자등록 후 6개월 이상 가동(영업) 중으로, 대표자(실제경영자)가 중소기업중앙회의 노란우산공제에 정상 가입중인 소기업·소상공인",신한은행,2026-06-17 01:28:14
광주,전체,광주신용보증재단,기업은행 특별출연을 통한 골목상권 살리기 금융지원 협약보증,2026-01-14~상품소진시까지,법인가능,5천만원,"보증대상기업 : 신용보증신청 접수일 현재 대표자(실제경영자)의 개인신용평점이 710점 이상이며, 아래의 지원요건* 중 어느 하나에 해당되는 소기업·소상공인

   * 해당되는 지원요건에 따라 일반지원과 우대지원을 구분하여 보증조건을 적용

  1) (일반 지원 요건) 

   ① 「전통시장 및 상점가 육성을 위한 특별법」(이하 ‘전통시장법’)에 따른 ‘상권활성화구역’ 인접 읍·면·동에 소재한 기업 (이하 ‘상권활성화기업’)

   ② 「지역상권 상생 및 활성화에 관한 법률」(이하 ‘지역상권법’)에 따른 ‘자율상권구역’ 인접 읍·면·동에 소재한 기업 (이하 ‘자율상권기업’)

   ③ 전통시장법에 따른 ‘전통시장’, ‘상점가’, ‘골목형상점가’ 소재 기업 (이하 ‘전통시장기업’)

  2) (우대 지원 요건)

   ① 소상공인시장진흥공단의 디지털온누리상품권 가맹점으로 가맹 등록된 기업 (이하 ‘디지털온누리가맹점’)

   ② 한국간편결제진흥원의 제로페이 가맹점으로 가맹 등록된 기업(이하 ‘제로페이가맹점’)",기업은행,2026-06-17 01:28:14
광주,전체,광주신용보증재단,기업은행 특별출연을 통한 프랜차이즈 가맹저 금융지원 협약보증,2026-01-14~상품소진시까지,법인가능,5천만원,"1) (일반 지원) 신용보증신청 접수일 현재 사업자 등록 후 가동(영업) 중이며 기업은행과 프랜차이즈 BaaS 서비스를 가입한 가맹점(이하 ‘BaaS 가맹점’)
   * 가맹본사-가맹점 間 물류결제를 지원하는 기업은행의 프랜차이즈 전용 공급망 금융서비스
   - BaaS 가맹점 중 현재 사업자 등록 후 1년 미만 가동(영업) 중인 경우, ‘창업든든(일반)’, 1년 이상인 경우 ‘경영안심(일반)’으로 구분 지원

  2) (우대 지원) BaaS 가맹점주 중 가맹본사의 우수가맹점 추천을 받은 기업(이하 ‘우수가맹점’)

   - 우수가맹점 중 현재 사업자 등록 후 1년 미만 가동(영업) 중인 경우 ‘창업든든(우대)’, 1년 이상인 경우 ‘경영안심(우대)’ 구분",기업은행,2026-06-17 01:28:14
광주,전체,광주신용보증재단,사회적경제기업 특례보증,2018-03-02~상품소진시까지,"법인가능,정책자금연계가능",4억원,"-사회적기업, 협동조합, 협동조합연합회, 사회적협동조합, 사회적협동조합연합회
-금융기관 중 광주은행을 통해서만 이차보전 가능","기업은행,국민은행,농협은행,지역농축협,우리은행,광주은행,새마을금고,신협,하나은행,신한은행",2026-06-17 01:28:14
광주,전체,광주신용보증재단,2025년 카카오뱅크 보듬희망 금융지원 협약보증,2025-10-24~상품소진시까지,"보증료지원가능,일반상품",4천2백5십만원,"○ 다음 각 호에 모두 해당하는 광주광역시 소재 개인기업
 - 「중소기업기본법 및 동법 시행령」에 따른 중·소기업 (소상공인 포함)
 - 대표자(실제경영자 기준)의 개인신용평점이 710점 이상일 것
 *본 취급기준의 개인신용평점은 NICE평가정보(주)의 개인신용평점을 적용",카카오뱅크,2026-06-17 01:28:14
광주,전체,광주신용보증재단,장애인기업 특례보증,2016-06-13~상품소진시까지,"법인가능,정책자금연계가능,저신용자가능",5천만원,-보증신청일 현재 사업자등록 후 영업 중인 장애인기업,"산업은행,기업은행,국민은행,수협(은행),농협은행,지역농축협,우리은행,스탠다드차타드은행,한국씨티은행,광주은행,새마을금고,신협,상호저축은행,산림조합,하나은행,신한은행",2026-06-17 01:28:14
광주,전체,광주신용보증재단,2026년 소상공인 비즈+ 카드보증(T1_비대면보증),2026-03-23~9999-12-31,일반상품,1천만원,"* 보증서 발급 이후 기업은행에서 연체·특수채권 보유 등 제한사항 심사하여, 카드발급이 거절될 수 있음.",기업은행,2026-06-17 01:28:14
광주,전체,광주신용보증재단,재단 추천 상품,2026-02-03~상품소진시까지,"법인가능,일반상품",2억원,,"기업은행,국민은행,농협은행,우리은행,광주은행,하나은행,신한은행,카카오뱅크",2026-06-17 01:28:14
광주,전체,광주신용보증재단,"2026년 카카오뱅크 특별출연 금융지원 협약보증(1년일시상환, 최대5년연장)",2026-05-15~상품소진시까지,"은행APP신청,일반상품",5천만원,"○ 다음 각 호에 모두 해당하는 광주광역시 소재 개인기업
 - 「중소기업기본법 및 동법 시행령」에 따른 중·소기업 (소상공인 포함)
 - 대표자(실제경영자 기준)의 개인신용평점이 755점 이상일 것
 *본 취급기준의 개인신용평점은 NICE평가정보(주)의 개인신용평점을 적용",카카오뱅크,2026-06-17 01:28:14
광주,전체,광주신용보증재단,2026년 카카오뱅크 특별출연 금융지원 협약보증(1년거치 4년 원금균등 분할상환),2026-05-15~상품소진시까지,"은행APP신청,일반상품",5천만원,"○ 다음 각 호에 모두 해당하는 광주광역시 소재 개인기업
 - 「중소기업기본법 및 동법 시행령」에 따른 중·소기업 (소상공인 포함)
 - 대표자(실제경영자 기준)의 개인신용평점이 755점 이상일 것
 *본 취급기준의 개인신용평점은 NICE평가정보(주)의 개인신용평점을 적용",카카오뱅크,2026-06-17 01:28:14
대구,전체,대구신용보증재단,2026년 소상공인 비즈+ 카드보증(T1_비대면보증),2026-03-23~9999-12-31,일반상품,1천만원,"* 보증서 발급 이후 기업은행에서 연체·특수채권 보유 등 제한사항 심사하여, 카드발급이 거절될 수 있음.",기업은행,2026-06-17 01:28:16
대구,전체,대구신용보증재단,전환보증(기보증회수보증),2025-03-17~2026-12-31,"법인가능,일반상품",2억원,"- 신규대출 X (기존 이용중인 보증부대출의 상환조건 변경, 연장 등을 위한 보증).",금융기관 없음,2026-06-17 01:28:16
대구,전체,대구신용보증재단,2026 대구 상생 성장 금융지원 패키지,2026-01-02~상품소진시까지,"법인가능,정책자금연계가능,금리이차보전가능",2억원,"Part1. 대구형 창업 성장 플러스 특별보증
Part2. 대구형 전통시장 골목상권 활력 특별보증
Part3. 대구형 특화 혁신기업 우대 특별보증

* 최종 지원가능 여부는 별도의 심사 후 결정됩니다.","기업은행,국민은행,농협은행,우리은행,아이엠뱅크(舊.대구은행),하나은행,신한은행,케이뱅크,카카오뱅크",2026-06-17 01:28:16
대구,전체,대구신용보증재단,2026년 수성구 소상공인 경영안정자금 지원 특례보증,2026-02-04~상품소진시까지,"법인가능,금리이차보전가능",5천만원,"-지원규모: 48억원
-2년간 3% 이차보전",아이엠뱅크(舊.대구은행),2026-06-17 01:28:16
대구,전체,대구신용보증재단,2026년 남구 소상공인 경영안정자금 지원 특례보증,2026-04-01~상품소진시까지,"법인가능,금리이차보전가능",2천만원,"2026년 남구 소상공인 경영안정자금 지원 특례보증
지원규모 : 20억원
시행기간 : 2026.04.01.~자금소진시까지",아이엠뱅크(舊.대구은행),2026-06-17 01:28:16
대전,전체,대전신용보증재단,(신한) 26년 경영위기극복 특례보증,2026-05-04~상품소진시까지,"법인가능,금리이차보전가능",7천만원,"대전시에서 사업을 운영중인 소상공인을 대상으로, 대전시에서 2년간 2.7%이자를 지원하는 상품//",신한은행,2026-06-17 01:28:18
대전,전체,대전신용보증재단,(우리) 26년 경영위기극복 특례보증,2026-05-04~상품소진시까지,"법인가능,금리이차보전가능",7천만원,"대전시에서 사업을 운영중인 소상공인을 대상으로, 대전시에서 2년간 2.7%이자를 지원하는 상품//",우리은행,2026-06-17 01:28:18
대전,전체,대전신용보증재단,(카카오) 26년 경영위기극복 특례보증,2026-05-04~상품소진시까지,금리이차보전가능,7천만원,"대전시에서 사업을 운영중인 소상공인을 대상으로, 대전시에서 2년간 2.7%이자를 지원하는 상품//",카카오뱅크,2026-06-17 01:28:18
대전,전체,대전신용보증재단,(하나) 26년 경영위기극복 특례보증,2026-05-04~상품소진시까지,"법인가능,금리이차보전가능",7천만원,"대전시에서 사업을 운영중인 소상공인을 대상으로, 대전시에서 2년간 2.7%이자를 지원하는 상품//",하나은행,2026-06-17 01:28:18
대전,전체,대전신용보증재단,(Track2.대환)대전형 소상공인 초저금리 특별자금,2026-01-06~2026-11-30,"법인가능,금리이차보전가능",7천만원,"★해당 자금은 신규자금이 아닌 대환 자금으로, 재단의 이용중인 상품이 있을경우만 가능합니다.★
★대전신용보증재단 홈페이지에서 &#034;초저금리 특별자금(대환)&#034; 온라인 선착순 접수 완료 하신분들만 신청 바랍니다.★","기업은행,국민은행,수협(은행),농협은행,지역농축협,우리은행,부산은행,전북은행,새마을금고,신협,하나은행,신한은행,카카오뱅크",2026-06-17 01:28:18
대전,전체,대전신용보증재단,신한은행 상생배달앱(땡겨요) 입점업체 지원 협약보증,2026-01-06~9999-12-31,"법인가능,정책자금연계가능,금리이차보전가능",7천만원,"상생배달앱(땡겨요) 입점업체 지원을 위한 신한은행 특별출연 업무협약
*본상품은 초저금리 특별자금 특별지원 대상 입니다.",신한은행,2026-06-17 01:28:18
대전,전체,대전신용보증재단,우리은행 성실상환자 우대지원 협약보증,2026-01-06~상품소진시까지,"법인가능,정책자금연계가능,금리이차보전가능",7천만원,"대전광역시에 소재한 성실상환 소상공인의 재도약과 경영부담 해소를 지원
*본상품은 초저금리 특별자금 특별지원 대상 입니다.",우리은행,2026-06-17 01:28:18
대전,전체,대전신용보증재단,(중소벤처기업부)소상공인 정책자금(대리대출),2025-01-01~상품소진시까지,"법인가능,정책자금연계가능",1억원,소상공인시장진흥공단의 정책자금(대리대출) 확인서 발급자 대상 심사,"산업은행,기업은행,국민은행,수협(은행),농협은행,우리은행,스탠다드차타드은행,아이엠뱅크(舊.대구은행),부산은행,광주은행,제주은행,전북은행,경남은행,새마을금고,신협,산림조합,하나은행,신한은행",2026-06-17 01:28:18
대전,전체,대전신용보증재단,2026년 소상공인 비즈+ 카드보증(T1_비대면보증),2026-03-23~9999-12-31,일반상품,1천만원,"* 보증서 발급 이후 기업은행에서 연체·특수채권 보유 등 제한사항 심사하여, 카드발급이 거절될 수 있음.",기업은행,2026-06-17 01:28:18
