지역,지역2,소관부처,상품명,시행기간,상품특징,지원한도,상품설명,금융사,업데이트 일시
대전,전체,대전신용보증재단,노란우산공제 금융지원 업무협약보증,2025-05-22~상품소진시까지,"법인가능,정책자금연계가능",5천만원,생활안정을 위해 노란우산공제에 가입한 소기업·소상공인이 안정적으로 사업을 영위할 수 있도록 우대자금 지원,신한은행,2026-06-17 01:28:18
대전,전체,대전신용보증재단,재창업 특례보증,2023-06-01~상품소진시까지,"법인가능,정책자금연계가능,창업기업특화",1억원,"- 코로나19 피해 등으로 인해 폐업한 사업자 중 재창업한 소기업ㆍ소상공인에게 창업자금을 지원
- 보증대상 : 아래의 사항을 모두 충족하는 소기업, 소상공인
  ① 신용보증신청 접수일 현재 사업자 등록 후 가동(영업) 중
  ② 폐업 후 재창업 또는 업종을 전환한 기업","기업은행,국민은행,농협은행,우리은행,스탠다드차타드은행,아이엠뱅크(舊.대구은행),부산은행,광주은행,제주은행,전북은행,경남은행,하나은행,신한은행",2026-06-17 01:28:18
대전,전체,대전신용보증재단,재도전지원 특례보증,2026-03-26~상품소진시까지,법인가능,5천만원,"재단의 대위변제, 법적채무 종결, 관리종결, 채권매각 등 실패경험이 있으나 교육,컨설팅 등을 수료하여 재도전 의지와 능력을 갖춘 기업.","금융기관 없음,기업은행,국민은행,농협은행,지역농축협,우리은행,새마을금고,하나은행,신한은행,카카오뱅크",2026-06-17 01:28:18
대전,전체,대전신용보증재단,브릿지 보증,2025-01-07~상품소진시까지,무등록사업자가능,0원,재단 이용중이나 폐업한 사업자가 잔액 범위 내에서 대출 금액을 개인대출로 전환하는 대환 상품,"기업은행,국민은행,농협은행,지역농축협,우리은행,새마을금고,신협,하나은행,신한은행",2026-06-17 01:28:18
대전,전체,대전신용보증재단,대환상품 (기보증회수보증),2026-01-01~9999-12-31,"법인가능,일반상품",2억원,"기보증 회수조건 보증상품(신규보증X)

※ 보증금액 : 이전 보증의 보증금액 이내","기업은행,국민은행,수협(은행),농협은행,지역농축협,우리은행,스탠다드차타드은행,아이엠뱅크(舊.대구은행),부산은행,광주은행,제주은행,전북은행,경남은행,새마을금고,신협,상호저축은행,하나은행,신한은행,케이뱅크,카카오뱅크",2026-06-17 01:28:18
대전,전체,대전신용보증재단,회생지원보증(회수보증),2026-04-30~상품소진시까지,"법인가능,저신용자가능",2억원,재단 보증사고 업체 중 구상채권을 변제하기 위하여 취급하는 보증,"국민은행,농협은행,지역농축협,우리은행,스탠다드차타드은행,아이엠뱅크(舊.대구은행),부산은행,새마을금고,신협,하나은행,신한은행",2026-06-17 01:28:18
부산,전체,부산신용보증재단,2026년 소상공인 비즈+ 카드보증(T1_비대면보증),2026-03-23~9999-12-31,일반상품,1천만원,"* 보증서 발급 이후 기업은행에서 연체·특수채권 보유 등 제한사항 심사하여, 카드발급이 거절될 수 있음.",기업은행,2026-06-17 01:28:20
부산,전체,부산신용보증재단,소상공인시장진흥공단 소상공인 정책자금(대리대출),2025-01-01~상품소진시까지,정책자금연계가능,7천만원,"★소상공인 정책자금 지원대상 확인서는 정책자금 지원대상인 소상공인 여부를 확인하는 것이며, 실제 정책자금 지원 한도는 보증기관 및 대출기관에서 최종 결정됩니다.
★정책자금 보증 및 대출 신청은 확인서 상단에 기재된 &#039;유효일&#039;내에서만 가능합니다.

지원대상 : 소상공인시장진흥공단(이하 소진공)에서 &#039;신용보증서&#039;를 담보로 소상공인 정책자금 지원대상 확인서를 발급받은 고객
※제출서류 중 기타서류에 자금 추천서 스캔 및 업로드 요망","산업은행,기업은행,국민은행,수협(은행),농협은행,우리은행,스탠다드차타드은행,아이엠뱅크(舊.대구은행),부산은행,광주은행,제주은행,전북은행,경남은행,새마을금고,신협,산림조합,하나은행,신한은행",2026-06-17 01:28:20
부산,전체,부산신용보증재단,소상공인 희망채움기금 금융지원 협약보증(T1 일시) - 사업장 소재지 기장군 한정,2026-04-20~상품소진시까지,"정책자금연계가능,보증료지원가능",5천만원,(기장군 소재 한국수력원자력과 국민은행과 신용보증재단이 원전 주변지역 소상공인의 경영안정 지원 및 지역경제 활성화 도모를 위해 출시한 상품,국민은행,2026-06-17 01:28:20
부산,전체,부산신용보증재단,소상공인 희망채움기금 금융지원 협약보증(T2 분할) - 사업장 소재지 기장군 한정,2026-04-20~상품소진시까지,"정책자금연계가능,보증료지원가능",5천만원,한국수력원자력과 국민은행과 신용보증재단이 원전 주변지역 소상공인의 경영안정 지원 및 지역경제 활성화 도모를 위해 출시한 상품,국민은행,2026-06-17 01:28:20
부산,전체,부산신용보증재단,모두 비타민 PLUS 협약보증(T2. 토탈패키지 지원사업 수진기업),2026-01-01~상품소진시까지,"법인가능,보증료지원가능,금리이차보전가능,저신용자가능",1천만원,"2026년도 소상공인 경영개선 토탈패키지 지원사업 수진기업 전용 상품입니다.

신용평점 무관하게 신청 가능합니다.",부산은행,2026-06-17 01:28:20
부산,전체,부산신용보증재단,토탈패키지 2차 모집 사전진단,2026-06-01~2026-06-17,"법인가능,정책자금연계가능,보증료지원가능,저신용자가능,재기지원특화",0원,"대출(보증)상품이 아닙니다.

토탈패키지(교육+컨설팅+사업자금+금융비용) 신청을 위한 사전진단 단계입니다. 

사전진단을 통해 신용보증결격사유를 확인합니다.

적격자에 한하여 지원서 접수 가능합니다.",금융기관 없음,2026-06-17 01:28:20
부산,전체,부산신용보증재단,2026년 부산시 임차 소상공인 지원 협약보증,2026-05-20~2026-12-31,금리이차보전가능,1억원,"1. 상품개요
□ 상품명 : 2026년 부산시 임차 소상공인 지원 협약보증 
□ 지원규모 : 500억원
□ 지원기간 : 2026. 5. 20. ~ 2026. 12. 31. (또는 자금 소진 시까지)

2. 지원대상 : 신용보증신청 접수일 기준 아래 요건을 충족하는 기업
① 부산시 소재 소기업·소상공인으로서 사업자등록 후 가동(영업) 중인 기업
② 대표자 개인신용평점 NICE 710점 이상 또는 KCB 620점 이상
③ 임차료를 부담하고 있는 임차사업자 

3. 지원내용 : 이차보전율 1.5%p, 보증료율 0.8% 고정

4. 취급 금융회사 : 부산 지역 새마을금고",새마을금고,2026-06-17 01:28:20
세종,전체,세종신용보증재단,(일반보증) 일반보증,2023-05-02~상품소진시까지,"법인가능,보증료지원가능,은행APP신청,일반상품",1억원,"- 보증대상 : 세종특별자치시 소재 사업자등록 후 운영중인 중소기업 및 소상공인
- 심사자 배정 및 신용조회 후 고객에게 가장 유리한 상품 안내
- 신용평가(매출액, 업력, 대표자 신용평점, 자산 및 부채현황 등 심사)를 통해 보증(대출) 한도를 결정함.
- 단기간중복보증제한 : 6개월","기업은행,국민은행,농협은행,지역농축협,우리은행,전북은행,새마을금고,신협,하나은행,신한은행,케이뱅크,카카오뱅크,토스뱅크",2026-06-17 01:28:22
세종,전체,세종신용보증재단,(전환보증) 충남신용보증재단의 기보증부대출금 회수를 위한 전환보증,2023-05-02~상품소진시까지,"법인가능,정책자금연계가능,보증료지원가능",2억원,"- 보증대상 : 충남신용보증재단을 이용하고 있는 세종특별자치시 소재 중소기업·소상공인
- 대상채무 : 전환보증 대상채무는 충남신보 보증부채무 중 개별보증 방식의 운전자금에 한함(햇살론 보증 제외)
- 단기간중복보증제한 : 미적용","기업은행,국민은행,수협(은행),농협은행,지역농축협,우리은행,스탠다드차타드은행,전북은행,새마을금고,신협,하나은행,신한은행",2026-06-17 01:28:22
세종,전체,세종신용보증재단,(일반 대환) 소기업·소상공인 전환보증,2025-06-25~상품소진시까지,법인가능,0원,"- 기한연장이 불가능하거나, 대출금 원금 상환 부담으로 어려움을 겪는 소기업·소상공인에게  기보증잔액 범위 내에서 보증부대출을 상환하는 조건으로 신규보증서를 발급하는 상품입니다.
★ 이차보전 지원 등 정책자금 혜택이 종료되며, 대출금리는 은행 내규에 따라 결정됩니다.
★ 보증이용기간, 상환비율 등에 따라 보증료율이 오를 수 있습니다.
- 보증기한 30일 전까지 신청해 주셔야 원활한 진행이 가능합니다.
- 요청사항란에 대출(보증)만기일을 기재해 주시기 바랍니다.
- 전환보증 협약은행
   * 8개 시중은행(국민, 농협, 신한, 우리, 하나, 기업, SC제일, IM뱅크)
   * 5개 지방은행(부산, 광주 전북, 경남, 제주)
   * 2개 서민금융업권(신협, 농협)
   * 1개 인터넷전문은행(카카오뱅크)
- 미협약 금융회사는 기보증회수보증(상시)로 취급됩니다.
- 단기간중복보증제한 : 미적용","기업은행,국민은행,수협(은행),농협은행,우리은행,스탠다드차타드은행,새마을금고,신협,하나은행,신한은행,케이뱅크,카카오뱅크",2026-06-17 01:28:22
세종,전체,세종신용보증재단,(폐업자 대상 대환) 브릿지보증,2025-09-09~상품소진시까지,"보증료지원가능,재기지원특화",2억원,"- 지원대상 : 재단의 보증을 이용중이나 `20.4.~`25.6.중 사업을 영위한 사실이 있고, 개인신용평점이 하위 100분의 95에 해당하거나 연간소득이 8천만원 이하인 폐업한 자
- 보증금액 : 전차보증의 여신(주채무)잔액 범위 내
- 대출금리 : 금융채5년물 + 0.1%p(보증금액 1억원 이하 시) / CD(91일) + 1.6%p(보증금액 1억원 초과 시)
- 보증기간 : 15년 이내(2년 거치 13년 분할상환)
- 보증료율 : 전액 정부지원
- 단기간중복보증제한 : 미적용","기업은행,국민은행,수협(은행),농협은행,지역농축협,우리은행,스탠다드차타드은행,전북은행,새마을금고,신협,하나은행,신한은행,카카오뱅크",2026-06-17 01:28:22
울산,전체,울산신용보증재단,2026년 소상공인 비즈+ 카드보증(T1_비대면보증),2026-03-23~9999-12-31,일반상품,1천만원,"* 보증서 발급 이후 기업은행에서 연체·특수채권 보유 등 제한사항 심사하여, 카드발급이 거절될 수 있음.",기업은행,2026-06-17 01:28:24
인천,전체,인천신용보증재단,2026년 소상공인 비즈+ 카드보증(T1_비대면보증),2026-03-23~9999-12-31,일반상품,1천만원,"* 보증서 발급 이후 기업은행에서 연체·특수채권 보유 등 제한사항 심사하여, 카드발급이 거절될 수 있음.",기업은행,2026-06-17 01:28:27
인천,전체,인천신용보증재단,2026년 소상공인 밸류업 특별보증,2026-01-06~상품소진시까지,"정책자금연계가능,창업기업특화,일반상품",3천만원,"※ 재단 심사결과 또는 은행 내규에 따라 거절 될 수 있습니다.
※ 본 상품은 이차보전 보증상품이 아닙니다.","국민은행,케이뱅크,카카오뱅크",2026-06-17 01:28:27
인천,전체,인천신용보증재단,2025 케이뱅크 상생동행 특별출연 협약보증(Track1. 직접심사),2025-07-18~상품소진시까지,일반상품,3천만원,"※ 법인, 공동사업자, 외국인은 신청 불가합니다.
※ 재단 심사결과 또는 은행 내규에 따라 거절 될 수 있습니다.",케이뱅크,2026-06-17 01:28:27
인천,전체,인천신용보증재단,일반보증 또는 재단 추천상품(소진공 정책자금 대리대출 연계 가능),2025-01-13~상품소진시까지,"법인가능,정책자금연계가능,일반상품",3천만원,"※ 인터넷뱅킹(카카오뱅크, 케이뱅크, 토스뱅크)는 소진공 정책자금 대리대출 연계가 불가합니다.
※ 일반보증 또는 재단 추천상품 신청입니다.
※ 희망하시는 특정자금이 있으실 경우 요청사항에 작성 부탁드립니다.
※ 재단 심사결과 또는 은행 내규에 따라 거절 될 수 있습니다.

가. 일반보증
1. 지원대상 : 인천시 소재 소상공인, 중소기업
2. 보증한도 : 3천만원 이내(심사 결과에 따라 결정)
3. 보증기간 : 5년이내
4. 보증비율 : 85%
5. 보증료율 : 연 1%

나. 재단 추천상품
 - 재단직원이 신청하신 고객의 기본요건을 확인한 후에 보증 가능여부, 한도, 금리 등을 종합적으로 고려하여 보증상품을 추천합니다.","기업은행,국민은행,수협(은행),농협은행,우리은행,스탠다드차타드은행,아이엠뱅크(舊.대구은행),부산은행,광주은행,제주은행,전북은행,경남은행,하나은행,신한은행,카카오뱅크",2026-06-17 01:28:27
인천,전체,인천신용보증재단,2026 신한은행 포용금융 특별출연 협약보증,2026-05-18~상품소진시까지,"법인가능,정책자금연계가능,일반상품",3천만원,"※ 지원대상(아래 어느 하나에 해당하는 중소기업, 소상공인)
  1. 전자상거래업(업종코드 479)를 영위 중인 기업
  2. 중저신용(NICE 879~755점, KCB 874~670점)에 해당하는 기업
※ 본 상품은 09:00 ~ 16:00 신청가능합니다.
※ 재단 심사결과 또는 은행 내규에 따라 거절 될 수 있습니다.",신한은행,2026-06-17 01:28:27
인천,전체,인천신용보증재단,전환보증,2024-09-02~상품소진시까지,"법인가능,재기지원특화",0원,"기존에 재단의 보증을 이용중이신 분들 중 대출금의 원금(분할상환원금 포함) 상환 부담으로 어려움을 겪고 있는 소기업ㆍ소상공인에게 만기상환 구조 전환(상환기간 및 방식 변경)을 통한 경영안정을 지원
지원한도는 현재 재단에서 이용중인 보증 금액을 한도로 함(증액 불가)
은행은 기존 재단 보증부대출에 대해 본 전환보증으로 회수되는 기존 대출의 중도 상환수수료 면제

※ 상기 명시된 금융회사 외에 진행 불가
※ 금리변동(상승포함)할 수 있음
※ 신청 접수 후 5년이내 기간 중 상환방식을 정하셔야 합니다.
※ 은행 내규에 따라 거절 될 수 있습니다.
※ 재단 보증건이 없는 경우 반송 처리 됩니다.","기업은행,국민은행,농협은행,지역농축협,우리은행,스탠다드차타드은행,아이엠뱅크(舊.대구은행),부산은행,광주은행,제주은행,전북은행,경남은행,하나은행,신한은행,카카오뱅크",2026-06-17 01:28:27
인천,전체,인천신용보증재단,브릿지보증,2024-09-02~상품소진시까지,재기지원특화,0원,"본 보증은 재단의 보증을 이용 중, 폐업한 자에 대하여 시행하는 보증입니다. 
기존 사업자대출 보증을 개인신용대출 보증으로 전환하는 상품으로 기존 사업자대출 범위내에서 신청 가능합니다. 
기존 사업자보증 고객이 폐업할 경우에 신규 추가자금 지원해 주는 보증상품이 아닙니다.
2024년 9월 2일 부터 비대면 신청 가능합니다.
재단 보증건이 없는 경우 반송처리 됩니다.","기업은행,국민은행,수협(은행),농협은행,지역농축협,우리은행,스탠다드차타드은행,아이엠뱅크(舊.대구은행),부산은행,광주은행,제주은행,전북은행,경남은행,새마을금고,신협,상호저축은행,산림조합,하나은행,신한은행,카카오뱅크",2026-06-17 01:28:27
인천,전체,인천신용보증재단,(인천시) 전세피해 소상공인 취약계층 특례보증,2025-01-13~상품소진시까지,"법인가능,금리이차보전가능,일반상품",3천만원,"※ 인천광역시 전세사기 피해자 주거안정 지원사업을 지원받은 경우 본 특례보증 지원 불가
   (예시 : 전세피해 임차인 대출이자 지원, 전세피해 임차인 월세 한시 지원,
    전세피해 임차인 이사비 지원, 전세보증금 반환보증 보증료 지원, 긴급 생계비 지원)
※ 재단 심사결과 또는 은행 내규에 따라 거절 될 수 있습니다.

1. 지원대상 : 전세사기 피해자(주택도시보증공사의 전세피해확인서 발급이 가능한자) 중 인천에 사업장을 두고 영업중인 소상공인
2. 보증한도 : 최대 30백만원 이내(심사 결과에 따라 결정)
3. 이차보전 : 이차보전 연1.5% 3년간 지원(인천시)
4. 보증기간 : 5년(1년거치 4년 매월 원금균등분할상환)
5. 보증비율 : 100%
6. 보증료율 : 연0.5%
7. 시행기간 : 2023.5.8.~한도소진시까지",신한은행,2026-06-17 01:28:27
인천,전체,인천신용보증재단,(인천시) 지하도상가 활성화 특례보증,2025-01-13~상품소진시까지,"법인가능,금리이차보전가능,일반상품",3천만원,"※ 인천시내 지하도상가의 경영애로에 따른 소상공인을 보호하기 위한 자금 지원
※ 재단 심사결과 또는 은행 내규에 따라 거절 될 수 있습니다.

1. 지원대상 : 인천시가 관리하는 지하도상가내 사업장을 소재한 소상공인
2. 보증한도 : 최대 3천만원 이내(심사 결과에 따라 결정)
3. 이차보전 : 이차보전 연1.5% 3년간 지원(인천시)
4. 보증기간 : 아래 내용중 택일
   - 5년(1년거치 4년 매월 원금균등분할상환)
   - 5년(거치없이 매월 원금균등분할상환)
   - 4년(1년거치 3년 매월 원금균등분할상환)
5. 보증비율 : 100%
6. 보증료율 : 연0.8%
7. 시행기간 : 2022.6.20.~한도소진시까지",신한은행,2026-06-17 01:28:27
인천,전체,인천신용보증재단,(은행출연) 계양구 신한은행 희망이룸 협약보증,2025-01-13~상품소진시까지,"금리이차보전가능,일반상품",3천만원,"※ 본 상품은 사업장이 인천 계양구에 소재하는 사업자만 진행하실 수 있으니 유의하여 주시기 바랍니다.
※ 재단 심사결과 또는 은행 내규에 따라 거절 될 수 있습니다.

1. 지원대상 : 인천 계양구 소재 소기업, 소상공인
2. 보증한도 : 최대 3천만원이내(심사 결과에 따라 결정)
3. 이차보전 : 최초 1년간 2%~이자전액 지원 (계양구청 지원)
4. 보증기간 : 5년이내
5. 보증비율 : 100%(본건 3천만원 이하), 90%(본건 3천만원 초과)
6. 보증료율 : 연0.8~1%
7. 시행기간 : 2023.11.10.~한도소진시까지",신한은행,2026-06-17 01:28:27
전남,전체,전남신용보증재단,일반보증,2023-04-17~9999-12-31,"법인가능,정책자금연계가능,보증료지원가능,금리이차보전가능",7천만원,"일반보증으로 신청 후, 상담을 통해 고객님께 맞는 상품으로 진행됩니다.
※ 전라남도 소상공인 창업자금 및 경영안정자금, 소상공인시장진흥공단 소상공인 정책자금(대리대출) 신청은 별도로 선택하여 신청해주시기 바랍니다.","산업은행,기업은행,국민은행,수협(은행),농협은행,지역농축협,우리은행,스탠다드차타드은행,한국씨티은행,아이엠뱅크(舊.대구은행),부산은행,광주은행,제주은행,전북은행,경남은행,새마을금고,신협,상호저축은행,산림조합,하나은행,신한은행,케이뱅크,카카오뱅크",2026-06-17 01:28:29
전남,전체,전남신용보증재단,우아한 형제들·카카오뱅크 특별출연 협약보증,2026-04-17~상품소진시까지,"보증료지원가능,금리이차보전가능,일반상품",1억원,"(보증대상) 업력 6개월 이상이면서 1. 또는 2. 에 해당하는 소기업·소상공인
1. 음식점 및 주점업 영위 
2. 「전통시장 및 상점가 육성을 위한 특별법 」제2조 제1호에 의한 &#034;전통시장&#034;으로 중소벤처기업부와 소상공인시장진흥공단을 통해 온누리상품권 가맹점포로 등록
 
(자금연계)
전라남도 소상공인 육성자금(경영안정자금, 창업자금)에 한해서만 연계가능

(보증료지원)
카카오뱅크 : 보증료의 50%(최대 30만원)",카카오뱅크,2026-06-17 01:28:29
전남,전체,전남신용보증재단,소상공인 버팀목 마이너스통장 보증(자동심사),2026-04-17~9999-12-31,일반상품,2천만원,"유동성 부족에 어려움을 겪고 있는 개인사업자에게 2천만원까지 마이너스대출을 지원합니다.

(보증대상) 아래 조건 모두 충족 소상공인
1. 사업자등록 후 6개월 이상 개인사업자
2. NICE 755점 이상 또는 KCB 670점 이상
3. 연매출 12백만원 이상 또는 최근3개월 매출액 2백만원 이상

(보증제한) 
1. 법인 및 공동대표 개인사업자 불가
2. 타 재단 보증 이용 업체 불가
3. 비즈플러스 카드보증 이용 업체 불가
4. 전남재단에 기존 보유 보증 2건 이상 업체 불가
5. 현금서비스 4건 이상 또는 1천만원 초과 보유 업체 불가
6. 전남재단에서 신규보증을 받은 후 90일 이내인 업체 불가」

(보증료율 및 금리, 기간)
1. 보증료율 : 연 1.0%(고정)
2. 금리 : 카카오뱅크(CD(91일)+2.1%이내), 기타 은행(해당 은행에서 산출한 금리 적용)
3. 보증기간 : 1년(최대 5년까지 연장 가능)","기업은행,국민은행,농협은행,우리은행,광주은행,하나은행,신한은행,카카오뱅크",2026-06-17 01:28:29
전남,전체,전남신용보증재단,2026년 소상공인 비즈+ 카드보증(T1_비대면보증),2026-03-23~9999-12-31,일반상품,1천만원,"* 보증서 발급 이후 기업은행에서 연체·특수채권 보유 등 제한사항 심사하여, 카드발급이 거절될 수 있음.",기업은행,2026-06-17 01:28:29
전남,전체,전남신용보증재단,소상공인시장진흥공단 소상공인 정책자금(대리대출),2024-01-08~상품소진시까지,"법인가능,정책자금연계가능,보증료지원가능",1억원,소상공인시장진흥공단에서 &#039;신용보증서&#039;를 담보로 &#039;소상공인 정책자금 지원대상 확인서&#039;를 발급받은 고객 전용,"산업은행,기업은행,국민은행,수협(은행),농협은행,우리은행,스탠다드차타드은행,아이엠뱅크(舊.대구은행),부산은행,광주은행,제주은행,전북은행,경남은행,새마을금고,신협,산림조합,하나은행,신한은행",2026-06-17 01:28:29
전남,전체,전남신용보증재단,소상공인 희망채움기금 금융지원 협약보증,2026-04-20~상품소진시까지,"정책자금연계가능,보증료지원가능,은행APP신청",5천만원,★ 본 상품은 사업자등록증 상 주소지가 &#034;전라남도 영광군&#034; 인 경우에만 신청 가능합니다 ★,국민은행,2026-06-17 01:28:29
전남,전체,전남신용보증재단,브릿지보증,2025-10-23~상품소진시까지,"저신용자가능,재기지원특화",2억원,"재단의 보증을 이용 중이나 경기침체로 인해 폐업한자에 
대한 재기를 위한 금융지원을 목적으로 하는 상품입니다.
폐업한 소상공인에 한하여 기존 재단 보증서대출 상환유예를 원하실 때 신청하시면 됩니다.

※ &#039;25.7.1.이후 보증을 받은 고객은 이 상품으로 취급할 수 없습니다 ※
※ 카카오뱅크는 보증금액 1억원 초과시 취급불가합니다 ※","기업은행,국민은행,수협(은행),농협은행,우리은행,스탠다드차타드은행,아이엠뱅크(舊.대구은행),부산은행,광주은행,제주은행,전북은행,경남은행,하나은행,신한은행,카카오뱅크",2026-06-17 01:28:29
전북,전체,전북신용보증재단,"(비대면) 道 대환자금 - 민생회복 응급구조 119, 전주시 희망더드림 안심연장",2024-01-01~상품소진시까지,"법인가능,금리이차보전가능,저신용자가능",2억원,"[대환자금]

 재단의 기존 보증서를 대환 상품으로 영업점에 방문없이 업무처리가 가능합니다.
(고객님의 보증상품 이용현황은 [마이페이지] - [나의 보증 현황]을 통해 확인할 수 있습니다.)

1. 민생회복 응급구조 119 특례보증
- 지원요건 : 도내에서 사업장을 가동중이며, 재단 보증서를 1년 이상 이용중인 기존 보증 이용업체

2. 전주시 희망더드림 안심연장 특례보증
- 지원요건 : 전주시에서 사업장을 가동중이며, 아래 어느 하나에 해당하는 보증서를 1년 이상 이용중인 기존 보증 이용업체
가. 전주시 희망더드림 특례보증
나. 전주시 소상공인 특례보증

3. 코로나 피해 소상공인 분할상환 특례보증
- 지원요건 : `20.4 ~ `25.6월중 사업을 영위하고, 동기간 지역신보 보증부대출 이용기업

각 대환상품의 요건에 해당하신 고객님께서는 [대환자금]으로 보증을 신청하신 후에,
[보증상담신청정보] - [대환대출] 에 대환하고자하는 건을 선택하여 신청해주시면 됩니다.","기업은행,국민은행,농협은행,우리은행,전북은행,하나은행,신한은행",2026-06-17 01:28:31
전북,전체,전북신용보증재단,(비대면)정책자금 연계 일반보증(소상공인시장진흥공단 대리대출),2019-01-01~상품소진시까지,"법인가능,정책자금연계가능",7천만원,"[해당 상품은 비대면 보증상품입니다.(※ 단, 홈플러스 피해기업의 경우 대면상담 필수)]

* 참고사항 : 소상공인시장진흥공단 정책자금은 보증신청 후 재단에 방문하시지 않으셔도 됩니다.
 
1) 지원대상 : 소상공인시장진흥공단의 정책자금을 배정받은 소기업 등
2) 보증기간 : 연계하는 정책자금의 대출기간에 따름

* 필수서류 : 소상공인시장진흥공단에서 발급한 정책자금확인서 필수
* 보증심사에 따라 보증한도가 조정될 수 있사오니 참고해주시기 바랍니다.","산업은행,기업은행,국민은행,수협(은행),농협은행,지역농축협,우리은행,스탠다드차타드은행,아이엠뱅크(舊.대구은행),부산은행,광주은행,제주은행,전북은행,경남은행,새마을금고,신협,산림조합,하나은행,신한은행",2026-06-17 01:28:31
전북,전체,전북신용보증재단,2026년 소상공인 비즈+ 카드보증(T1_비대면보증),2026-03-23~9999-12-31,일반상품,1천만원,"* 보증서 발급 이후 기업은행에서 연체·특수채권 보유 등 제한사항 심사하여, 카드발급이 거절될 수 있음.",기업은행,2026-06-17 01:28:31
전북,전체,전북신용보증재단,소상공인 희망채움기금 금융지원 협약보증,2026-04-20~상품소진시까지,"정책자금연계가능,보증료지원가능,은행APP신청",5천만원,,국민은행,2026-06-17 01:28:31
제주,전체,제주신용보증재단,「희망 One-Stop 특별보증」,2026-04-14~9999-12-31,일반상품,1천만원,대표자 개인신용평점 755점 이상인 기업 대상 1천만원 보증지원,제주은행,2026-06-17 01:28:33
제주,전체,제주신용보증재단,소상공인 위기극복 특별보증(Track1. 자동심사-하나),2026-04-29~9999-12-31,일반상품,3천만원,대표자 개인신용평점 755점 이상인 기업 대상 최대 3천만원 보증지원,하나은행,2026-06-17 01:28:33
제주,전체,제주신용보증재단,소상공인 위기극복 특별보증(Track1. 자동심사-국민),2026-04-29~9999-12-31,일반상품,3천만원,대표자 개인신용평점 755점 이상인 기업 대상 최대 3천만원 보증지원,국민은행,2026-06-17 01:28:33
제주,전체,제주신용보증재단,소상공인 위기극복 특별보증(Track1. 자동심사-신한),2026-04-29~9999-12-31,일반상품,3천만원,대표자 개인신용평점 755점 이상인 기업 대상 최대 3천만원 보증지원,신한은행,2026-06-17 01:28:33
