시행상태,지역,지원기관,공고명,신청가능일,지원대상,사업개요,최대지원한도,보증기간,상환방법,적용금리,우대사항,상세링크,출처,수집일
시행중,전북,전북신용보증재단,징검다리전환보증지원 특례보증,~ 한도 소진시까지,소상공인등,"1) 사업장이 전북특별자치도에 소재할 것
2) 업력이 3개월 이상일 것
3) 1년 이상 재단 이용중인 기보증 업체일 것",,재단 문의,원금균등/분할,협약금리,보증료 감면 등,https://www.koreg.or.kr/haedream/gu/gurt/selectGurtList.do?mi=1124&gurtId=106,KOREG Official,2026-06-19
시행중,전북,전북신용보증재단,자영업자 다시서기 특례보증,~ 한도 소진시까지,소상공인등,"1) 사업장이 전북특별자치도에 소재하고, 재단 지정 재기지원 창업교육 및 컨설팅을 이수했을 것
2) 자기부담 50%이상의 자금조달계획서 및 증빙자료를 제출할 것
3) 사업(창업)계획서를 제출한 소상공인",5천만원,재단 문의,원금균등/분할,협약금리,보증료 감면 등,https://www.koreg.or.kr/haedream/gu/gurt/selectGurtList.do?mi=1124&gurtId=105,KOREG Official,2026-06-19
시행중,전북,전북신용보증재단,4무 안심자금지원 특례보증,~ 한도 소진시까지,"소상공인등

 , 
 창업

 , 
 재도전","사업장이 전북특별자치도 소재할 것
Track1) 예비창업자
- 대표자 신용평점이 595점 이상일 것
- 재단 지정 (재)창업교육 및 (재)창업컨설팅을 이수했을 것
- 사업(창업)계획서를 제출할 것
Track2) 초기창업자
- 대표자 신용평점이 595점 이상이고, 업력이 3개월 이상일 것
- 재단 지정 역량강화교육 및 컨설팅 이수했을 것
Track3) 희망기업
- 대표자 신용평점이 745점 이상이고, 업력이 2년 이상일 것
- 재단 지정 ""업종별 평균매출액"" 이상일 것
Track4) 유망기업
- 대표자 신용평점이 780점 이상이고, 업력이 3년 이상일 것
- 직전년도 대비 매출액이 증가하고, 3년 평균 매출액이 재단 지정 ""업종별 평균매출액"" 이상일 것",,재단 문의,원금균등/분할,협약금리,보증료 감면 등,https://www.koreg.or.kr/haedream/gu/gurt/selectGurtList.do?mi=1124&gurtId=104,KOREG Official,2026-06-19
시행중,전북,전북신용보증재단,민생회복 응급구조 119 특례보증,~ 한도 소진시까지,소상공인등,"Track1) 多바꿔드림
- 사업장이 전북특별자치도 소재하고 가동중일 것
- 1년 이상 이용중인 재단 기보증 업체일 것
Track2) 응급구조 지원
- 사업장이 전북특별자치도 소재하고 가동중일 것
- 보증신청인 명의로 3개월 이상 경과 연이율 16% 이상 고금리 채무를 정상상환중인 소기업·소상공인",2천만원,재단 문의,원금균등/분할,협약금리,보증료 감면 등,https://www.koreg.or.kr/haedream/gu/gurt/selectGurtList.do?mi=1124&gurtId=103,KOREG Official,2026-06-19
시행중,전남,전남신용보증재단,사회적 경제기업 특별보증,~ 한도 소진시까지,"소상공인등

 , 
 ESG","전라남도 내 사회적 경제기업(사회적기업, 협동조합, 마을기업, 자활기업)",3억원,재단 문의,원금균등/분할,협약금리,보증료 감면 등,https://www.koreg.or.kr/haedream/gu/gurt/selectGurtList.do?mi=1124&gurtId=100,KOREG Official,2026-06-19
시행중,전남,전남신용보증재단,수출중소기업 지원 특별보증,~ 한도 소진시까지,"소상공인등

 , 
 수출","대표자 신용평점 595점 이상으로 다음 어느 하나에 해당하는 기업
1. 전년도 또는 당해년도 수출액 5만불 이상
2. 당해년도 수출계약 10만불 이상",3억원,재단 문의,원금균등/분할,협약금리,보증료 감면 등,https://www.koreg.or.kr/haedream/gu/gurt/selectGurtList.do?mi=1124&gurtId=99,KOREG Official,2026-06-19
시행중,전남,전남신용보증재단,수출피해기업 지원 특별보증,~ 한도 소진시까지,"성장

 , 
 수출","아래사항을 모두 충족하는 중소기업
1. 전라남도 내에서 사업을 영위 중
2. 전년도 해외 수출실적이 있는 기업(특정 국가에 한하지 않음)
3. 일본의 한국 수출 규제, 코로나19 국내외 확산, 러-우 전쟁으로 인해 피해를 받거나 피해가 예상되는 기업으로 신용평점 355점 이상인 기업",3억원,재단 문의,원금균등/분할,협약금리,보증료 감면 등,https://www.koreg.or.kr/haedream/gu/gurt/selectGurtList.do?mi=1124&gurtId=98,KOREG Official,2026-06-19
시행중,울산,울산신용보증재단,3D 프린팅 연관기업 특례보증,~ 한도 소진시까지,소상공인등,울산지역 소기업 소상공인 중 3D프린팅 확인서를 받은 기업,2억원,재단 문의,원금균등/분할,협약금리,보증료 감면 등,https://www.koreg.or.kr/haedream/gu/gurt/selectGurtList.do?mi=1124&gurtId=93,KOREG Official,2026-06-19
시행중,울산,울산신용보증재단,울산광역시 울주군 소상공인 경영안정자금,반기별 2회 선착순 접수 (시행 2주전 울산신용보증재단 홈페이지공고),소상공인등,사업자등록 후 가동중인 울산 울주군 소상공인으로 울주군 소상공인 경영안정자금을 추천받은 소상공인,6천만원,재단 문의,원금균등/분할,협약금리,보증료 감면 등,https://www.koreg.or.kr/haedream/gu/gurt/selectGurtList.do?mi=1124&gurtId=92,KOREG Official,2026-06-19
시행중,울산,울산신용보증재단,울산광역시 북구 소상공인 경영안정자금,반기별 2회 선착순 접수 (시행 2주전 울산신용보증재단 홈페이지공고),소상공인등,사업자등록 후 가동중인 울산 북구 소상공인으로 북구 소상공인 경영안정자금을 추천받은 소상공인,6천만원,재단 문의,원금균등/분할,협약금리,보증료 감면 등,https://www.koreg.or.kr/haedream/gu/gurt/selectGurtList.do?mi=1124&gurtId=91,KOREG Official,2026-06-19
시행중,울산,울산신용보증재단,울산광역시 동구 소상공인 경영안정자금,반기별 2회 선착순 접수 (시행 2주전 울산신용보증재단 홈페이지공고),소상공인등,사업자등록 후 가동중인 울산 동구 소상공인으로 동구 소상공인 경영안정자금을 추천받은 소상공인,5천만원,재단 문의,원금균등/분할,협약금리,보증료 감면 등,https://www.koreg.or.kr/haedream/gu/gurt/selectGurtList.do?mi=1124&gurtId=90,KOREG Official,2026-06-19
시행중,울산,울산신용보증재단,울산광역시 남구 소상공인 경영안정자금,반기별 2회 선착순 접수 (시행 2주전 울산신용보증재단 홈페이지공고),소상공인등,사업자등록 후 가동중인 울산 남구 소상공인으로 남구 소상공인 경영안정자금을 추천받은 소상공인,5천만원,재단 문의,원금균등/분할,협약금리,보증료 감면 등,https://www.koreg.or.kr/haedream/gu/gurt/selectGurtList.do?mi=1124&gurtId=89,KOREG Official,2026-06-19
시행중,울산,울산신용보증재단,울산광역시 중구 소상공인 경영안정자금,반기별 2회 선착순 접수 (시행 2주전 울산신용보증재단 홈페이지공고),소상공인등,사업자등록 후 가동중인 울산 중구 소상공인으로 중구 소상공인 경영안정자금을 추천받은 소상공인,5천만원,재단 문의,원금균등/분할,협약금리,보증료 감면 등,https://www.koreg.or.kr/haedream/gu/gurt/selectGurtList.do?mi=1124&gurtId=88,KOREG Official,2026-06-19
시행중,울산,울산신용보증재단,울산광역시 소상공인 경영안정자금,연간 3회 선착순 접수 (시행 2주전 울산신용보증재단 홈페이지공고),소상공인등,사업자등록 후 가동중인 울산 관내 소상공인으로 울산광역시 소상공인 경영안정자금을 추천받은 소상공인,8천만원,재단 문의,원금균등/분할,협약금리,보증료 감면 등,https://www.koreg.or.kr/haedream/gu/gurt/selectGurtList.do?mi=1124&gurtId=87,KOREG Official,2026-06-19
시행중,서울,서울신용보증재단,일반 보증,상시 운영,소상공인등,일반 보증,8억원,재단 문의,원금균등/분할,협약금리,보증료 감면 등,https://www.koreg.or.kr/haedream/gu/gurt/selectGurtList.do?mi=1124&gurtId=84,KOREG Official,2026-06-19
시행중,서울,서울신용보증재단,일자리 창출 및 고용안정 우수기업 특별보증,상시 운영,소상공인등,"접수일 현재 사업자 등록 후 3개월이 경과된 서울시 소재 소기업·소상공인 등으로, 다음에 해당하는 기업
가. 일자리 창출기업 : 아래의 요건 중 어느 하나에 해당하는 기업
(1) 신용보증 접수일 기준 직전 분기말, 직전년도 말 또는 직전년도 응당월 대비, 상시근로자수 증가한 기업
(2) 「고령자고용촉진법」에 의한 기준고용률을 3개월 이상 준수한 기업
※ 고령자는 만 55세 이상인 자임
(3) 「장애인고용촉진 및 직업재활법」에 의한 의무고용률을 3개월 이상 준수한 기업 
(4) “Hi-Seoul 공동브랜드사업” 참여 기업
(5) 여성가장 또는 한부모가정(부 또는 모)을 3개월이상 고용하고 있는 기업
(6) 일자리 우수 ‘서울형 강소기업’ 인증기업
나. 고용안정 우수기업 : 아래의 요건 중 어느 하나에 해당하는 기업
(1) 고용 효과가 높은 고성장(가젤형) 기업
(2) 청년 및 경력단절여성 고용기업
(3) 여성고용 우수기업
(4) 정규직 비중이 50%이상인 고용구조 우수기업
(5) 생활임금 적용기업
다. 일자리 성과창출기업 : 아래의 요건을 모두 충족하는 기업
⑴ 본 취급기준에 의해 신용보증(이하 “1차년도 보증”이라 한다) 지원받고 1년 경과한 기업이 1차년도 보증 실행일 기준 만 3년 이내 추가(증액) 보증 신청하고,
⑵ 신청일 기준 전기 대비 당기 매출액이 감소하지 아니한 기업으로서
* 2차년도 신청 없이 3차년도에 신청한 경우 신청일 기준 최근 2년간 매출액이 감소하지 아니한 기업
⑶ 이전 연도 보증 접수일(최근월) 대비 추가(증액)보증 접수일(최근월) 기준 상시근로자수 증가*한 기업
* 2차년도 신청 없이 3차년도에 신청한 경우 최소 2인 이상 증가",8억원,재단 문의,원금균등/분할,협약금리,보증료 감면 등,https://www.koreg.or.kr/haedream/gu/gurt/selectGurtList.do?mi=1124&gurtId=82,KOREG Official,2026-06-19
시행중,서울,서울신용보증재단,창업자금 및 사업장임차자금 특별보증,상시 운영,"소상공인등

 , 
 창업","다음의 요건을 모두 충족하는 서울시 소재 소상공인
① 신용보증 신청 접수일 현재 창업
주1)
한 날로부터 1년
주2,3)
이내이고,
② 사업장을 자가 구입 또는 임대차계약 완료 후 보증금 완납하고,
③ 창업교육
주4)
을 이수한 날로부터 18개월 이내 보증신청한 자
주1) 창업 : 「중소기업창업 지원법」에 의하여 사업체를 새로이 설립하는 것을 의미
주2) 개인기업은 사업자등록증상(사업자등록증명상 포함) 개업연월일, 법인기업은 법인등기사항증명서상 성립연월일부터 신용보증신청 접수일까지 기간으로 산정
주3) 보증신청기업이 업종전환 또는 사업장 이전으로 인해 경영개선이 필요한 경우, 전환 또는 이전 후 사업자등록증 발급일을 창업한 날로 인정 가능
주4) 창업교육 : 창업교육 이수자 인정범위에서 정한 일반교육 또는 심화교육",7천만원,재단 문의,원금균등/분할,협약금리,보증료 감면 등,https://www.koreg.or.kr/haedream/gu/gurt/selectGurtList.do?mi=1124&gurtId=81,KOREG Official,2026-06-19
시행중,서울,서울신용보증재단,서울시 안심동행 지원 특별보증,~ 한도 소진시까지,소상공인등,"서울시 소재 중소기업 및 소상공인 중 아래 요건을 모두 충족하는 기업
① 업력 3개월 이상
② 대표자 개인신용평점 595점(구 7등급) 이상인 기업",,재단 문의,원금균등/분할,협약금리,보증료 감면 등,https://www.koreg.or.kr/haedream/gu/gurt/selectGurtList.do?mi=1124&gurtId=80,KOREG Official,2026-06-19
시행중,부산,부산신용보증재단,부산시 3無 플러스 특별자금지원 협약보증(2차),~ 한도 소진시까지,"소상공인등

 , 
 저신용·취약계층",부산시 소재 중소기업 중 개업일이 '21.6.30.이전 기업으로서 「코로나19 피해 소상공인 3無 특별자금지원 협약보증」을 이용 중이지 않은 기업,1천만원,재단 문의,원금균등/분할,협약금리,보증료 감면 등,https://www.koreg.or.kr/haedream/gu/gurt/selectGurtList.do?mi=1124&gurtId=79,KOREG Official,2026-06-19
시행중,부산,부산신용보증재단,준재해·재난 특례보증,~ 한도 소진시까지,"소상공인등

 , 
 재해피해","- (Track1) 부산시로부터 준재해ㆍ재난 중소기업 확인증을 받은 기업
- (Track7) 이커머스 기업으로부터 거래대금 정산지연으로 피해를 입은 기업",1억원,재단 문의,원금균등/분할,협약금리,보증료 감면 등,https://www.koreg.or.kr/haedream/gu/gurt/selectGurtList.do?mi=1124&gurtId=78,KOREG Official,2026-06-19
시행중,부산,부산신용보증재단,부산 영세사업자 특별 금융지원(모두론),한도 소진시까지 또는 2024. 12. 31. 까지,"소상공인등

 , 
 청년

 , 
 저신용·취약계층",개인신용평점 839점 이하 중소기업(법인제외),5천만원,재단 문의,원금균등/분할,협약금리,보증료 감면 등,https://www.koreg.or.kr/haedream/gu/gurt/selectGurtList.do?mi=1124&gurtId=77,KOREG Official,2026-06-19
시행중,부산,부산신용보증재단,2024년 부산시 디지털기업 지원 협약보증,한도 소진시까지 또는 2024. 12. 31. 까지,"소상공인등

 , 
 스마트","개인신용평점 595점 이상인 부산광역시 소재 소기업, 소상공인 중 재단이 정의하는 스마트기술 이용 및 보유기업 또는 지식서비스 산업 영위기업",5천만원,재단 문의,원금균등/분할,협약금리,보증료 감면 등,https://www.koreg.or.kr/haedream/gu/gurt/selectGurtList.do?mi=1124&gurtId=76,KOREG Official,2026-06-19
시행중,부산,부산신용보증재단,2024년 부산시 임차 소상공인 지원 협약보증,한도 소진시까지 또는 2024. 12. 31. 까지,소상공인등,개인신용평점 595점 이상인 부산광역시 소재 소상공인 중 임차사업자에 해당,1.5억원,재단 문의,원금균등/분할,협약금리,보증료 감면 등,https://www.koreg.or.kr/haedream/gu/gurt/selectGurtList.do?mi=1124&gurtId=75,KOREG Official,2026-06-19
시행중,부산,부산신용보증재단,2024년 부산시 소상공인 지원 협약보증Ⅰ,한도 소진시까지 또는 2024. 12. 31. 까지,소상공인등,개인신용평점 595점 이상인 부산광역시 소재 소상공인,1억원,재단 문의,원금균등/분할,협약금리,보증료 감면 등,https://www.koreg.or.kr/haedream/gu/gurt/selectGurtList.do?mi=1124&gurtId=74,KOREG Official,2026-06-19
시행중,대전,대전신용보증재단,ESG 실천 소기업 소상공인 지원 특례보증,~ 한도 소진시까지,"소상공인등

 , 
 ESG","대표자 개인신용평점이 710점 이상인 소기업·소상공인 중 다음 어느 하나에 해당되는 기업
① 녹색산업기업 (녹색인증기업 및 녹색제품인증기업)
② 녹색경영기업
③ 착한가격업소·선한영향력가게
④ 탄소중립 실천 기업
⑤ 사회적 책임 실천 기업
⑥ ESG 교육 및 컨설팅 수료 또는 인증 기업",5천만원,재단 문의,원금균등/분할,협약금리,보증료 감면 등,https://www.koreg.or.kr/haedream/gu/gurt/selectGurtList.do?mi=1124&gurtId=71,KOREG Official,2026-06-19
시행중,대전,대전신용보증재단,저금리 대환보증 특례보증,~ 한도 소진시까지,"소상공인등

 , 
 청년

 , 
 창업","Two-Track으로 운영
① Track1. 대환
- 대전신용보증재단의 일반보증건을 이차보전(3%)지원 상품으로 대환 *제외대상 재단 홈페이지 공지사항 참고
② Track2. 신규
- 대표자 이용중인 재단(지역재단 포함) 보증건 1건 이내, 개인신용평점 710점 이상, 업력이 3년 미만인 기업에 대한 이차보전(3%)지원 상품",5천만원,재단 문의,원금균등/분할,협약금리,보증료 감면 등,https://www.koreg.or.kr/haedream/gu/gurt/selectGurtList.do?mi=1124&gurtId=69,KOREG Official,2026-06-19
시행중,대구,대구신용보증재단,자동차부품 협력업체 상생을 위한 금융지원 특례보증,~ 한도 소진시까지,소상공인등,"대구광역시에 소재하는 업력 6개월 이상 된 중소기업·소상공인으로 대표자 신용평점 355점 이상이고 출연 참여기업(이래에이엠에스, 평화홀딩스, 평화정공, 삼보모터스)로 부터 추천을 받은 협력업체",5억원,재단 문의,원금균등/분할,협약금리,보증료 감면 등,https://www.koreg.or.kr/haedream/gu/gurt/selectGurtList.do?mi=1124&gurtId=67,KOREG Official,2026-06-19
시행중,대구,대구신용보증재단,고환율 피해기업 금융지원 특별보증,~한도 소진시까지,소상공인등,대구광역시 내에서 사업을 영위중인 소상공인 또는 중소기업 중 환율 상승에 따라 직접 피해를 입은 수입기업,2억원,재단 문의,원금균등/분할,협약금리,보증료 감면 등,https://www.koreg.or.kr/haedream/gu/gurt/selectGurtList.do?mi=1124&gurtId=66,KOREG Official,2026-06-19
시행중,대구,대구신용보증재단,창업실패자 재도약 특례보증,~ 한도 소진시까지,"소상공인등

 , 
 재도전","1. 업종
- 현재 제조업, 신성장동력산업, 지식서비스산업, 문화콘텐츠산업 영위 기업
- 당 재단 기업성공지원센터의 ‘성실실패자 재기지원교육’을 수료하고 보증을 신청한 기업이 영위하는 업종(교육수료 후 사업실패의 경우는 신청 제외)
2. 대상자
창업 후 7년 이내 중소기업으로 도덕성에 문제가 없으며 특허 등 기술력을 이용하여 제품을 생산하거나 사업성이 양호하여 재기가능성이 높다고 판단되는 아래 개인사업자 또는 법인기업의 대표자로, 창업실패자 재도약심사위원회(또는 보증심사위원회)에서 지원대상자로 결정된 자
① 신용회복절차 진행자
② 소액 채무자 및 재단 구상권 업체
③ 연체정리자",1.5억원,재단 문의,원금균등/분할,협약금리,보증료 감면 등,https://www.koreg.or.kr/haedream/gu/gurt/selectGurtList.do?mi=1124&gurtId=65,KOREG Official,2026-06-19
시행중,광주,광주신용보증재단,금융기관 협약보증,~ 한도 소진시까지,"소상공인등

 , 
 청년

 , 
 저신용·취약계층",광주광역시 관내 사업장 운영 소상공인,2억원,재단 문의,원금균등/분할,협약금리,보증료 감면 등,https://www.koreg.or.kr/haedream/gu/gurt/selectGurtList.do?mi=1124&gurtId=62,KOREG Official,2026-06-19
시행중,경북,경북신용보증재단,칠곡군 소상공인 특례보증,~ 한도 소진시까지,"소상공인등

 , 
 청년","신청일 현재 칠곡군 관내에 사업장(법인의 경우 본점 포함)을 두고 있는 소상공인
①일반 대상
②우대 대상
* 청년소상공인 : 대표자가 만 39세 이하인 소상공인
* 착한가격지정업소 : 칠곡군수가 지정하는 업체(담당부서(일자리경제과)에 확인가능)",,재단 문의,원금균등/분할,협약금리,보증료 감면 등,https://www.koreg.or.kr/haedream/gu/gurt/selectGurtList.do?mi=1124&gurtId=53,KOREG Official,2026-06-19
시행중,경북,경북신용보증재단,성주군 소상공인 특례보증,~ 한도 소진시까지,소상공인등,신청일 현재 성주군 관내에 사업장이 소재하고 사업자 등록을 필한 개인사업자,3천만원,재단 문의,원금균등/분할,협약금리,보증료 감면 등,https://www.koreg.or.kr/haedream/gu/gurt/selectGurtList.do?mi=1124&gurtId=52,KOREG Official,2026-06-19
시행중,경북,경북신용보증재단,고령군 소상공인 특례보증,~ 한도 소진시까지,소상공인등,신청일 현재 고령군 관내에 사업장(법인의 경우 본점 포함)이 6개월 이상 소재중인 소상공인,5천만원,재단 문의,원금균등/분할,협약금리,보증료 감면 등,https://www.koreg.or.kr/haedream/gu/gurt/selectGurtList.do?mi=1124&gurtId=51,KOREG Official,2026-06-19
시행중,경북,경북신용보증재단,청도군 소상공인 특례보증,~ 한도 소진시까지,소상공인등,신청일 현재 청도군 관내에 사업장이 소재하는 소상공인,5천만원,재단 문의,원금균등/분할,협약금리,보증료 감면 등,https://www.koreg.or.kr/haedream/gu/gurt/selectGurtList.do?mi=1124&gurtId=50,KOREG Official,2026-06-19
시행중,경북,경북신용보증재단,영양군 소상공인 특례보증,~ 한도 소진시까지,소상공인등,신청일 현재 영양군 관내에 사업장(법인의 경우 본점 포함)이 소재중인 소상공인,3천만원,재단 문의,원금균등/분할,협약금리,보증료 감면 등,https://www.koreg.or.kr/haedream/gu/gurt/selectGurtList.do?mi=1124&gurtId=48,KOREG Official,2026-06-19
시행중,경북,경북신용보증재단,상주시 소상공인 특례보증,~ 한도 소진시까지,소상공인등,신청일 현재 상주시 관내에 사업장(법인의 경우 본점 포함)이 소재중인 소상공인,3천만원,재단 문의,원금균등/분할,협약금리,보증료 감면 등,https://www.koreg.or.kr/haedream/gu/gurt/selectGurtList.do?mi=1124&gurtId=43,KOREG Official,2026-06-19
시행중,경북,경북신용보증재단,구미시 소상공인 특례보증,~ 한도 소진시까지,"소상공인등

 , 
 청년","신청일 현재 구미시 관내에 사업장을 두고 있는 소상공인으로서 국세 및 지방세 체납이 없는 자
신용보증기관 보증지원 및 금융기관 대출금지원에 결격사유가 없는 자
①일반 대상
②우대 대상
* 청년소상공인 : 대표자(실제경영자) 만 39세 이하이면서 사업자등록 후 1년 이내인 자
* 착한가격업소 : 구미시 관련 조례에 따라 구미시장이 지정하는 업소
* 다자녀업체 : 대표자가 보증신청 접수일 현재 구미시에 거주중이며 가족관계증명서 또는 주민등록등본상 만 19세미만 자녀 2명 이상을 부양하는 경우",,재단 문의,원금균등/분할,협약금리,보증료 감면 등,https://www.koreg.or.kr/haedream/gu/gurt/selectGurtList.do?mi=1124&gurtId=40,KOREG Official,2026-06-19
시행중,경북,경북신용보증재단,경주시 소상공인 특례보증,~ 한도 소진시까지,소상공인등,신청일 현재 경주시 관내에 사업장이 소재하는 개인사업자로서 신용보증기관 보증지원 및 금융기관 대출금 지원에 결격사유가 없는 자,4천만원,재단 문의,원금균등/분할,협약금리,보증료 감면 등,https://www.koreg.or.kr/haedream/gu/gurt/selectGurtList.do?mi=1124&gurtId=37,KOREG Official,2026-06-19
시행중,경북,경북신용보증재단,경북 버팀금융(소상공인 육성자금 이차보전),~ 한도 소진시까지,"소상공인등

 , 
 장애인

 , 
 청년

 , 
 재도전

 , 
 재해피해

 , 
 문화·관광","고금리 및 경기침체로 어려움을 겪고 있는 경북 소상공인에 대해 대출이자 지원(이차보전) 및 협약금리(저금리) 적용을 통해, 금융비용부담 완화로 소상공인 자생력 강화 및 지역경제 활성화 제고
①일반 대상
②우대 대상
- 일자리창출 / 청년창업 / 다자녀 / 장애인 / 농림수산업 / 경북지원시책대상자 / 저출생극복 / 소진공정책자금 / 티몬위메프 피해업체 / 기보증회수보증 / 재해피해소상공인",,재단 문의,원금균등/분할,협약금리,보증료 감면 등,https://www.koreg.or.kr/haedream/gu/gurt/selectGurtList.do?mi=1124&gurtId=35,KOREG Official,2026-06-19
시행중,경남,경남신용보증재단,경상남도 희망두드림 자금,~ 한도 소진시까지,"소상공인등

 , 
 장애인

 , 
 저신용·취약계층","대표자가 사회적 취약계층인 소상공인 , 대표자가 저신용(개인신용평점779점이하) 또는 저소득(연소득 3,500만원 이하)인 소상공인 (경남 소재 '소상공인 보호 및 지원에 관한 법률'에 의한 소상공인(개인,법인사업자))",3천만원,재단 문의,원금균등/분할,협약금리,보증료 감면 등,https://www.koreg.or.kr/haedream/gu/gurt/selectGurtList.do?mi=1124&gurtId=34,KOREG Official,2026-06-19
시행중,경남,경남신용보증재단,경상남도 소상공인 육성자금 (창업 : 교육수료),~ 한도 소진시까지,소상공인등,"""생애주기별 맞춤형 지원사업"" 성공도약드림 교육 수료한 창업 5년 이내 소상공인 (경남 소재 '소상공인 보호 및 지원에 관한 법률'에 의한 소상공인(개인,법인사업자))",1억원,재단 문의,원금균등/분할,협약금리,보증료 감면 등,https://www.koreg.or.kr/haedream/gu/gurt/selectGurtList.do?mi=1124&gurtId=32,KOREG Official,2026-06-19
시행중,경남,경남신용보증재단,경상남도 소상공인 육성자금(창업 : 일반),~ 한도 소진시까지,소상공인등,"경남 소재 '소상공인 보호 및 지원에 관한 법률'에 의한 소상공인
(사업자등록일자 기준 창업 6개월이내)(개인,법인사업자)",1억원,재단 문의,원금균등/분할,협약금리,보증료 감면 등,https://www.koreg.or.kr/haedream/gu/gurt/selectGurtList.do?mi=1124&gurtId=31,KOREG Official,2026-06-19
시행중,경남,경남신용보증재단,경상남도 소상공인 육성자금(경영안정),~ 한도 소진시까지,소상공인등,"경남 소재 '소상공인 보호 및 지원에 관한 법률'에 의한 소상공인(개인,법인사업자)",1억원,재단 문의,원금균등/분할,협약금리,보증료 감면 등,https://www.koreg.or.kr/haedream/gu/gurt/selectGurtList.do?mi=1124&gurtId=30,KOREG Official,2026-06-19
시행중,경기,경기신용보증재단,경기도 사회적기업 특례보증,~ 한도 소진시까지,"소상공인등

 , 
 ESG","아래에 해당하는 도내 사회적경제기업으로 인증받은 기업
- 사회적기업, 예비사회적기업(영리사업자만 가능), 협동조합(연합회), 사회적협동조합(연합회), 소비자협동조합(연합회, 전국연합회), 마을기업(영리사업자만 가능), 예비마을기업(영리사업자만 가능), 자활기업(영리사업자만 가능), 소셜벤처기업(영리사업자만 가능), 장애인 표준사업장 운영 기업(영리사업자만 가능), 장애인 직업재활시설 운영기업(영리사업자만 가능)",5억원,재단 문의,원금균등/분할,협약금리,보증료 감면 등,https://www.koreg.or.kr/haedream/gu/gurt/selectGurtList.do?mi=1124&gurtId=29,KOREG Official,2026-06-19
시행중,경기,경기신용보증재단,콘텐츠기업 특례보증,~ 한도 소진시까지,"소상공인등

 , 
 문화·관광","사업장이 고양시, 광명시, 광주시, 구리시, 군포시, 김포시, 남양주시, 부천시, 성남시, 수원시, 시흥시, 안산시, 안양시, 양평군, 여주시, 연천군, 용인시, 의왕시, 의정부시, 이천시, 파주시, 평택시, 포천시, 하남시, 화성시 등 25개 시군에 위치한 콘텐츠기업
- 콘텐츠기업 : 출판산업, 음악·영화비디오·애니메이션산업·방송산업, 게임산업, 광고산업, 캐릭터산업, 정보서비스산업 등에 종사하는 기업",5억원,재단 문의,원금균등/분할,협약금리,보증료 감면 등,https://www.koreg.or.kr/haedream/gu/gurt/selectGurtList.do?mi=1124&gurtId=23,KOREG Official,2026-06-19
시행중,경기,경기신용보증재단,한국은행 경기본부 중소기업 지원자금 연계보증,~ 한도 소진시까지,소상공인등,"경기도내(부천시,김포시 제외) 본점 또는 사업장이 소재하며 아래 요건을 충족하는 중소기업 및 소상공인
중소기업 : 기업신용평가 B등급 이상
소상공인 : 대표 개인신용평점 745점 이상 또는 소상공인평가등급 B등급 이상",8억원,재단 문의,원금균등/분할,협약금리,보증료 감면 등,https://www.koreg.or.kr/haedream/gu/gurt/selectGurtList.do?mi=1124&gurtId=22,KOREG Official,2026-06-19
시행중,강원,강원신용보증재단,취약계층 소상공인 금융지원 협약보증,~ 한도 소진시까지,"소상공인등

 , 
 장애인

 , 
 저신용·취약계층","강원도 내 사업자 등록 후 취약계층 소상공인(개인사업자에 한함) 중 다음 각 호에 해당하는 자(연소득 35백만원 이하)
1. 저소득 소상공인
2. 한부모가족 소상공인
3. 다문화가족 소상공인
4. 장애인 소상공인
5. 새터민 소상공인",2천만원,재단 문의,원금균등/분할,협약금리,보증료 감면 등,https://www.koreg.or.kr/haedream/gu/gurt/selectGurtList.do?mi=1124&gurtId=19,KOREG Official,2026-06-19
시행중,강원,강원신용보증재단,저신용 중소기업 협약보증,~ 한도 소진시까지,"성장

 , 
 저신용·취약계층","신청일 현재 업력 1년 이상의 기업으로 다음 각 호 중 하나에 해당하는 기업(저신용 중소기업)
1. 기술력이 있는 기업
2. 고금리를 이용하고 있는 기업(연 10%이상)
3. 매출액 10%이상 감소",1억원,재단 문의,원금균등/분할,협약금리,보증료 감면 등,https://www.koreg.or.kr/haedream/gu/gurt/selectGurtList.do?mi=1124&gurtId=18,KOREG Official,2026-06-19
시행중,강원,강원신용보증재단,춘천시 중소기업 특례보증,~ 한도 소진시까지,소상공인등,"사업자등록 중인 춘천시 소재 중소기업(최대1억원, 제조업,정보통신산업, 지식산업), 소상공인(최대5천만원)
* 공통 요건
1. 춘천시가 추천하는 기업
2. 타 재단의 보증잔액 없는 기업
3. 신용평가 등급 B등급이상",1억원,재단 문의,원금균등/분할,협약금리,보증료 감면 등,https://www.koreg.or.kr/haedream/gu/gurt/selectGurtList.do?mi=1124&gurtId=15,KOREG Official,2026-06-19
